#Fusion Locus Fused/NoFused Arm Telomere Terminal/InternalTEL GenDistToTEL DisplacementFromNEwrtWT
LC_IV_XV_V_cen5 chr10_21_192000_201600 NoFused armL TELL10 TerminalTEL 196800 -6.116
LC_IV_XV_V_cen5 chr10_22_201600_211200 NoFused armL TELL10 TerminalTEL 206400 -5.288
LC_IV_XV_V_cen5 chr10_23_211200_220800 NoFused armL TELL10 TerminalTEL 216000 -4.483
LC_IV_XV_V_cen5 chr10_24_220800_230400 NoFused armL TELL10 TerminalTEL 225600 -4.685
LC_IV_XV_V_cen5 chr10_25_230400_240000 NoFused armL TELL10 TerminalTEL 235200 -5.334
LC_IV_XV_V_cen5 chr10_26_240000_249600 NoFused armL TELL10 TerminalTEL 244800 -5.369
LC_IV_XV_V_cen5 chr10_27_249600_259200 NoFused armL TELL10 TerminalTEL 254400 -4.611
LC_IV_XV_V_cen5 chr10_28_259200_268800 NoFused armL TELL10 TerminalTEL 264000 -4.123
LC_IV_XV_V_cen5 chr10_29_268800_278400 NoFused armL TELL10 TerminalTEL 273600 -4.036
LC_IV_XV_V_cen5 chr10_30_278400_288000 NoFused armL TELL10 TerminalTEL 283200 -4.77
LC_IV_XV_V_cen5 chr10_31_288000_297600 NoFused armL TELL10 TerminalTEL 292800 -4.931
LC_IV_XV_V_cen5 chr10_32_297600_307200 NoFused armL TELL10 TerminalTEL 302400 -4.471
LC_IV_XV_V_cen5 chr10_33_307200_316800 NoFused armL TELL10 TerminalTEL 312000 -3.299
LC_IV_XV_V_cen5 chr10_34_316800_326400 NoFused armL TELL10 TerminalTEL 321600 -2.605
LC_IV_XV_V_cen5 chr10_35_326400_336000 NoFused armL TELL10 TerminalTEL 331200 -2.394
LC_IV_XV_V_cen5 chr10_36_336000_345600 NoFused armL TELL10 TerminalTEL 340800 -2.057
LC_IV_XV_V_cen5 chr10_37_345600_355200 NoFused armL TELL10 TerminalTEL 350400 -1.719
LC_IV_XV_V_cen5 chr10_38_355200_364800 NoFused armL TELL10 TerminalTEL 360000 -1.531
LC_IV_XV_V_cen5 chr10_39_364800_374400 NoFused armL TELL10 TerminalTEL 369600 -1.032
LC_IV_XV_V_cen5 chr10_40_374400_384000 NoFused armL TELL10 TerminalTEL 379200 -0.546
LC_IV_XV_V_cen5 chr10_41_384000_393600 NoFused armL TELL10 TerminalTEL 388800 0.032
LC_IV_XV_V_cen5 chr10_42_393600_403200 NoFused armL TELL10 TerminalTEL 398400 0.011
LC_IV_XV_V_cen5 chr10_43_403200_412800 NoFused armL TELL10 TerminalTEL 408000 -0.031
LC_IV_XV_V_cen5 chr10_44_412800_422400 NoFused armL TELL10 TerminalTEL 417600 0.341
LC_IV_XV_V_cen5 chr10_45_422400_432000 NoFused armL TELL10 TerminalTEL 427200 0.517
LC_IV_XV_V_cen5 chr10_46_432000_441600 NoFused armR TELR10 TerminalTEL 312000 0.72
LC_IV_XV_V_cen5 chr10_47_441600_451200 NoFused armR TELR10 TerminalTEL 302400 -0.187
LC_IV_XV_V_cen5 chr10_48_451200_460800 NoFused armR TELR10 TerminalTEL 292800 -0.795
LC_IV_XV_V_cen5 chr10_49_460800_470400 NoFused armR TELR10 TerminalTEL 283200 -1.122
LC_IV_XV_V_cen5 chr10_50_470400_480000 NoFused armR TELR10 TerminalTEL 273600 -1.503
LC_IV_XV_V_cen5 chr10_51_480000_489600 NoFused armR TELR10 TerminalTEL 264000 -2.283
LC_IV_XV_V_cen5 chr10_52_489600_499200 NoFused armR TELR10 TerminalTEL 254400 -2.583
LC_IV_XV_V_cen5 chr10_53_499200_508800 NoFused armR TELR10 TerminalTEL 244800 -2.413
LC_IV_XV_V_cen5 chr10_54_508800_518400 NoFused armR TELR10 TerminalTEL 235200 -2.012
LC_IV_XV_V_cen5 chr10_55_518400_528000 NoFused armR TELR10 TerminalTEL 225600 -2.218
LC_IV_XV_V_cen5 chr10_56_528000_537600 NoFused armR TELR10 TerminalTEL 216000 -2.885
LC_IV_XV_V_cen5 chr10_57_537600_547200 NoFused armR TELR10 TerminalTEL 206400 -3.203
LC_IV_XV_V_cen5 chr10_58_547200_556800 NoFused armR TELR10 TerminalTEL 196800 -3.163
LC_IV_XV_V_cen5 chr10_59_556800_566400 NoFused armR TELR10 TerminalTEL 187200 -2.928
LC_IV_XV_V_cen5 chr10_60_566400_576000 NoFused armR TELR10 TerminalTEL 177600 -3.621
LC_IV_XV_V_cen5 chr10_61_576000_585600 NoFused armR TELR10 TerminalTEL 168000 -3.934
LC_IV_XV_V_cen5 chr10_62_585600_595200 NoFused armR TELR10 TerminalTEL 158400 -3.614
LC_IV_XV_V_cen5 chr10_63_595200_604800 NoFused armR TELR10 TerminalTEL 148800 -3.835
LC_IV_XV_V_cen5 chr10_64_604800_614400 NoFused armR TELR10 TerminalTEL 139200 -3.777
LC_IV_XV_V_cen5 chr10_65_614400_624000 NoFused armR TELR10 TerminalTEL 129600 -3.06
LC_IV_XV_V_cen5 chr10_66_624000_633600 NoFused armR TELR10 TerminalTEL 120000 -2.608
LC_IV_XV_V_cen5 chr10_67_633600_643200 NoFused armR TELR10 TerminalTEL 110400 -2.665
LC_IV_XV_V_cen5 chr10_68_643200_652800 NoFused armR TELR10 TerminalTEL 100800 -2.692
LC_IV_XV_V_cen5 chr10_69_652800_662400 NoFused armR TELR10 TerminalTEL 91200 -2.76
LC_IV_XV_V_cen5 chr10_70_662400_672000 NoFused armR TELR10 TerminalTEL 81600 -3.12
LC_IV_XV_V_cen5 chr10_71_672000_681600 NoFused armR TELR10 TerminalTEL 72000 -2.581
LC_IV_XV_V_cen5 chr10_72_681600_691200 NoFused armR TELR10 TerminalTEL 62400 -1.521
LC_IV_XV_V_cen5 chr10_73_691200_700800 NoFused armR TELR10 TerminalTEL 52800 -0.308
LC_IV_XV_V_cen5 chr10_74_700800_710400 NoFused armR TELR10 TerminalTEL 43200 -0.028
LC_IV_XV_V_cen5 chr10_75_710400_720000 NoFused armR TELR10 TerminalTEL 33600 -0.584
LC_IV_XV_V_cen5 chr10_76_720000_729600 NoFused armR TELR10 TerminalTEL 24000 -0.504
LC_IV_XV_V_cen5 chr10_77_729600_739200 NoFused armR TELR10 TerminalTEL 14400 -0.747
LC_IV_XV_V_cen5 chr10_78_739200_748800 NoFused armR TELR10 TerminalTEL 4800 -1.431
LC_IV_XV_V_cen5 chr11_1_0_9600 NoFused armL TELL11 TerminalTEL 4800 -1.908
LC_IV_XV_V_cen5 chr11_2_9600_19200 NoFused armL TELL11 TerminalTEL 14400 -1.382
LC_IV_XV_V_cen5 chr11_3_19200_28800 NoFused armL TELL11 TerminalTEL 24000 -1.409
LC_IV_XV_V_cen5 chr11_4_28800_38400 NoFused armL TELL11 TerminalTEL 33600 -1.354
LC_IV_XV_V_cen5 chr11_5_38400_48000 NoFused armL TELL11 TerminalTEL 43200 -0.951
LC_IV_XV_V_cen5 chr11_6_48000_57600 NoFused armL TELL11 TerminalTEL 52800 -0.44
LC_IV_XV_V_cen5 chr11_7_57600_67200 NoFused armL TELL11 TerminalTEL 62400 -0.716
LC_IV_XV_V_cen5 chr11_8_67200_76800 NoFused armL TELL11 TerminalTEL 72000 -1.917
LC_IV_XV_V_cen5 chr11_9_76800_86400 NoFused armL TELL11 TerminalTEL 81600 -3.48
LC_IV_XV_V_cen5 chr11_10_86400_96000 NoFused armL TELL11 TerminalTEL 91200 -6
LC_IV_XV_V_cen5 chr11_11_96000_105600 NoFused armL TELL11 TerminalTEL 100800 -6.401
LC_IV_XV_V_cen5 chr11_12_105600_115200 NoFused armL TELL11 TerminalTEL 110400 -6.08
LC_IV_XV_V_cen5 chr11_13_115200_124800 NoFused armL TELL11 TerminalTEL 120000 -6.119
LC_IV_XV_V_cen5 chr11_14_124800_134400 NoFused armL TELL11 TerminalTEL 129600 -6.018
LC_IV_XV_V_cen5 chr11_15_134400_144000 NoFused armL TELL11 TerminalTEL 139200 -5.849
LC_IV_XV_V_cen5 chr11_16_144000_153600 NoFused armL TELL11 TerminalTEL 148800 -5.768
LC_IV_XV_V_cen5 chr11_17_153600_163200 NoFused armL TELL11 TerminalTEL 158400 -5.742
LC_IV_XV_V_cen5 chr11_18_163200_172800 NoFused armL TELL11 TerminalTEL 168000 -5.941
LC_IV_XV_V_cen5 chr11_19_172800_182400 NoFused armL TELL11 TerminalTEL 177600 -5.519
LC_IV_XV_V_cen5 chr11_20_182400_192000 NoFused armL TELL11 TerminalTEL 187200 -5.359
LC_IV_XV_V_cen5 chr11_21_192000_201600 NoFused armL TELL11 TerminalTEL 196800 -4.629
LC_IV_XV_V_cen5 chr11_22_201600_211200 NoFused armL TELL11 TerminalTEL 206400 -4.005
LC_IV_XV_V_cen5 chr11_23_211200_220800 NoFused armL TELL11 TerminalTEL 216000 -3.611
LC_IV_XV_V_cen5 chr11_24_220800_230400 NoFused armL TELL11 TerminalTEL 225600 -3.313
LC_IV_XV_V_cen5 chr11_25_230400_240000 NoFused armL TELL11 TerminalTEL 235200 -3.2
LC_IV_XV_V_cen5 chr11_26_240000_249600 NoFused armL TELL11 TerminalTEL 244800 -3.405
LC_IV_XV_V_cen5 chr11_27_249600_259200 NoFused armL TELL11 TerminalTEL 254400 -3.686
LC_IV_XV_V_cen5 chr11_28_259200_268800 NoFused armL TELL11 TerminalTEL 264000 -3.732
LC_IV_XV_V_cen5 chr11_29_268800_278400 NoFused armL TELL11 TerminalTEL 273600 -4.041
LC_IV_XV_V_cen5 chr11_30_278400_288000 NoFused armL TELL11 TerminalTEL 283200 -3.751
LC_IV_XV_V_cen5 chr11_31_288000_297600 NoFused armL TELL11 TerminalTEL 292800 -3.439
LC_IV_XV_V_cen5 chr11_32_297600_307200 NoFused armL TELL11 TerminalTEL 302400 -3.548
LC_IV_XV_V_cen5 chr11_33_307200_316800 NoFused armL TELL11 TerminalTEL 312000 -3.059
LC_IV_XV_V_cen5 chr11_34_316800_326400 NoFused armL TELL11 TerminalTEL 321600 -2.787
LC_IV_XV_V_cen5 chr11_35_326400_336000 NoFused armL TELL11 TerminalTEL 331200 -2.787
LC_IV_XV_V_cen5 chr11_36_336000_345600 NoFused armL TELL11 TerminalTEL 340800 -2.115
LC_IV_XV_V_cen5 chr11_37_345600_355200 NoFused armL TELL11 TerminalTEL 350400 -1.828
LC_IV_XV_V_cen5 chr11_38_355200_364800 NoFused armL TELL11 TerminalTEL 360000 -1.86
LC_IV_XV_V_cen5 chr11_39_364800_374400 NoFused armL TELL11 TerminalTEL 369600 -1.732
LC_IV_XV_V_cen5 chr11_40_374400_384000 NoFused armL TELL11 TerminalTEL 379200 -0.906
LC_IV_XV_V_cen5 chr11_41_384000_393600 NoFused armL TELL11 TerminalTEL 388800 -0.066
LC_IV_XV_V_cen5 chr11_42_393600_403200 NoFused armL TELL11 TerminalTEL 398400 0.295
LC_IV_XV_V_cen5 chr11_43_403200_412800 NoFused armL TELL11 TerminalTEL 408000 0.324
LC_IV_XV_V_cen5 chr11_44_412800_422400 NoFused armL TELL11 TerminalTEL 417600 1.181
LC_IV_XV_V_cen5 chr11_45_422400_432000 NoFused armL TELL11 TerminalTEL 427200 1.838
LC_IV_XV_V_cen5 chr11_46_432000_441600 NoFused armL TELL11 TerminalTEL 436800 1.549
LC_IV_XV_V_cen5 chr11_47_441600_451200 NoFused armR TELR11 TerminalTEL 225600 1.444
LC_IV_XV_V_cen5 chr11_48_451200_460800 NoFused armR TELR11 TerminalTEL 216000 1.916
LC_IV_XV_V_cen5 chr11_49_460800_470400 NoFused armR TELR11 TerminalTEL 206400 1.916
LC_IV_XV_V_cen5 chr11_50_470400_480000 NoFused armR TELR11 TerminalTEL 196800 1.352
LC_IV_XV_V_cen5 chr11_51_480000_489600 NoFused armR TELR11 TerminalTEL 187200 1.628
LC_IV_XV_V_cen5 chr11_52_489600_499200 NoFused armR TELR11 TerminalTEL 177600 1.901
LC_IV_XV_V_cen5 chr11_53_499200_508800 NoFused armR TELR11 TerminalTEL 168000 2.118
LC_IV_XV_V_cen5 chr11_54_508800_518400 NoFused armR TELR11 TerminalTEL 158400 2.028
LC_IV_XV_V_cen5 chr11_55_518400_528000 NoFused armR TELR11 TerminalTEL 148800 0.831
LC_IV_XV_V_cen5 chr11_56_528000_537600 NoFused armR TELR11 TerminalTEL 139200 0.002
LC_IV_XV_V_cen5 chr11_57_537600_547200 NoFused armR TELR11 TerminalTEL 129600 -0.33
LC_IV_XV_V_cen5 chr11_58_547200_556800 NoFused armR TELR11 TerminalTEL 120000 -0.488
LC_IV_XV_V_cen5 chr11_59_556800_566400 NoFused armR TELR11 TerminalTEL 110400 -1.041
LC_IV_XV_V_cen5 chr11_60_566400_576000 NoFused armR TELR11 TerminalTEL 100800 -2.225
LC_IV_XV_V_cen5 chr11_61_576000_585600 NoFused armR TELR11 TerminalTEL 91200 -2.912
LC_IV_XV_V_cen5 chr11_62_585600_595200 NoFused armR TELR11 TerminalTEL 81600 -3.421
LC_IV_XV_V_cen5 chr11_63_595200_604800 NoFused armR TELR11 TerminalTEL 72000 -3.737
LC_IV_XV_V_cen5 chr11_64_604800_614400 NoFused armR TELR11 TerminalTEL 62400 -4.544
LC_IV_XV_V_cen5 chr11_65_614400_624000 NoFused armR TELR11 TerminalTEL 52800 -4.056
LC_IV_XV_V_cen5 chr11_66_624000_633600 NoFused armR TELR11 TerminalTEL 43200 -3.868
LC_IV_XV_V_cen5 chr11_67_633600_643200 NoFused armR TELR11 TerminalTEL 33600 -2.268
LC_IV_XV_V_cen5 chr11_68_643200_652800 NoFused armR TELR11 TerminalTEL 24000 1.629
LC_IV_XV_V_cen5 chr11_69_652800_662400 NoFused armR TELR11 TerminalTEL 14400 2.694
LC_IV_XV_V_cen5 chr11_70_662400_672000 NoFused armR TELR11 TerminalTEL 4800 2.649
LC_IV_XV_V_cen5 chr12_1_0_9600 NoFused armL TELL12 TerminalTEL 4800 -3.666
LC_IV_XV_V_cen5 chr12_2_9600_19200 NoFused armL TELL12 TerminalTEL 14400 -1.422
LC_IV_XV_V_cen5 chr12_3_19200_28800 NoFused armL TELL12 TerminalTEL 24000 0.649
LC_IV_XV_V_cen5 chr12_4_28800_38400 NoFused armL TELL12 TerminalTEL 33600 1.751
LC_IV_XV_V_cen5 chr12_5_38400_48000 NoFused armL TELL12 TerminalTEL 43200 3.471
LC_IV_XV_V_cen5 chr12_6_48000_57600 NoFused armL TELL12 TerminalTEL 52800 3.719
LC_IV_XV_V_cen5 chr12_7_57600_67200 NoFused armL TELL12 TerminalTEL 62400 3.258
LC_IV_XV_V_cen5 chr12_8_67200_76800 NoFused armL TELL12 TerminalTEL 72000 3.564
LC_IV_XV_V_cen5 chr12_9_76800_86400 NoFused armL TELL12 TerminalTEL 81600 4.488
LC_IV_XV_V_cen5 chr12_10_86400_96000 NoFused armL TELL12 TerminalTEL 91200 5.141
LC_IV_XV_V_cen5 chr12_11_96000_105600 NoFused armL TELL12 TerminalTEL 100800 4.846
LC_IV_XV_V_cen5 chr12_12_105600_115200 NoFused armL TELL12 TerminalTEL 110400 4.765
LC_IV_XV_V_cen5 chr12_13_115200_124800 NoFused armL TELL12 TerminalTEL 120000 5.039
LC_IV_XV_V_cen5 chr12_14_124800_134400 NoFused armL TELL12 TerminalTEL 129600 4.659
LC_IV_XV_V_cen5 chr12_15_134400_144000 NoFused armL TELL12 TerminalTEL 139200 3.601
LC_IV_XV_V_cen5 chr12_16_144000_153600 NoFused armL TELL12 TerminalTEL 148800 3.185
LC_IV_XV_V_cen5 chr12_17_153600_163200 NoFused armR TELR12 TerminalTEL 1848000 3.318
LC_IV_XV_V_cen5 chr12_18_163200_172800 NoFused armR TELR12 TerminalTEL 1838400 3.749
LC_IV_XV_V_cen5 chr12_19_172800_182400 NoFused armR TELR12 TerminalTEL 1828800 4.074
LC_IV_XV_V_cen5 chr12_20_182400_192000 NoFused armR TELR12 TerminalTEL 1819200 5.117
LC_IV_XV_V_cen5 chr12_21_192000_201600 NoFused armR TELR12 TerminalTEL 1809600 5.967
LC_IV_XV_V_cen5 chr12_22_201600_211200 NoFused armR TELR12 TerminalTEL 1800000 6.361
LC_IV_XV_V_cen5 chr12_23_211200_220800 NoFused armR TELR12 TerminalTEL 1790400 6.632
LC_IV_XV_V_cen5 chr12_24_220800_230400 NoFused armR TELR12 TerminalTEL 1780800 7.409
LC_IV_XV_V_cen5 chr12_25_230400_240000 NoFused armR TELR12 TerminalTEL 1771200 7.576
LC_IV_XV_V_cen5 chr12_26_240000_249600 NoFused armR TELR12 TerminalTEL 1761600 7.545
LC_IV_XV_V_cen5 chr12_27_249600_259200 NoFused armR TELR12 TerminalTEL 1752000 8.613
LC_IV_XV_V_cen5 chr12_28_259200_268800 NoFused armR TELR12 TerminalTEL 1742400 9.539
LC_IV_XV_V_cen5 chr12_29_268800_278400 NoFused armR TELR12 TerminalTEL 1732800 9.976
LC_IV_XV_V_cen5 chr12_30_278400_288000 NoFused armR TELR12 TerminalTEL 1723200 9.678
LC_IV_XV_V_cen5 chr12_31_288000_297600 NoFused armR TELR12 TerminalTEL 1713600 9.817
LC_IV_XV_V_cen5 chr12_32_297600_307200 NoFused armR TELR12 TerminalTEL 1704000 9.693
LC_IV_XV_V_cen5 chr12_33_307200_316800 NoFused armR TELR12 TerminalTEL 1694400 10.268
LC_IV_XV_V_cen5 chr12_34_316800_326400 NoFused armR TELR12 TerminalTEL 1684800 8.827
LC_IV_XV_V_cen5 chr12_35_326400_336000 NoFused armR TELR12 TerminalTEL 1675200 6.949
LC_IV_XV_V_cen5 chr12_36_336000_345600 NoFused armR TELR12 TerminalTEL 1665600 6.831
LC_IV_XV_V_cen5 chr12_37_345600_355200 NoFused armR TELR12 TerminalTEL 1656000 8.462
LC_IV_XV_V_cen5 chr12_38_355200_364800 NoFused armR TELR12 TerminalTEL 1646400 11.311
LC_IV_XV_V_cen5 chr12_39_364800_374400 NoFused armR TELR12 TerminalTEL 1636800 12.671
LC_IV_XV_V_cen5 chr12_40_374400_384000 NoFused armR TELR12 TerminalTEL 1627200 13.216
LC_IV_XV_V_cen5 chr12_41_384000_393600 NoFused armR TELR12 TerminalTEL 1617600 12.723
LC_IV_XV_V_cen5 chr12_42_393600_403200 NoFused armR TELR12 TerminalTEL 1608000 11.705
LC_IV_XV_V_cen5 chr12_43_403200_412800 NoFused armR TELR12 TerminalTEL 1598400 11.108
LC_IV_XV_V_cen5 chr12_44_412800_422400 NoFused armR TELR12 TerminalTEL 1588800 9.733
LC_IV_XV_V_cen5 chr12_45_422400_432000 NoFused armR TELR12 TerminalTEL 1579200 8.709
LC_IV_XV_V_cen5 chr12_46_432000_441600 NoFused armR TELR12 TerminalTEL 1569600 7.414
LC_IV_XV_V_cen5 chr12_47_441600_451200 NoFused armR TELR12 TerminalTEL 1560000 6.37
LC_IV_XV_V_cen5 chr12_48_451200_460800 NoFused armR TELR12 TerminalTEL 1550400 5.532
LC_IV_XV_V_cen5 chr12_49_460800_470400 NoFused armR TELR12 TerminalTEL 1540800 4.986
LC_IV_XV_V_cen5 chr12_50_470400_480000 NoFused armR TELR12 TerminalTEL 1531200 4.738
LC_IV_XV_V_cen5 chr12_51_480000_489600 NoFused armR TELR12 TerminalTEL 1521600 4.139
LC_IV_XV_V_cen5 chr12_52_489600_499200 NoFused armR TELR12 TerminalTEL 1512000 3.142
LC_IV_XV_V_cen5 chr12_53_499200_508800 NoFused armR TELR12 TerminalTEL 1502400 2.675
LC_IV_XV_V_cen5 chr12_54_508800_518400 NoFused armR TELR12 TerminalTEL 1492800 2.616
LC_IV_XV_V_cen5 chr12_55_518400_528000 NoFused armR TELR12 TerminalTEL 1483200 2.737
LC_IV_XV_V_cen5 chr12_56_528000_537600 NoFused armR TELR12 TerminalTEL 1473600 2.222
LC_IV_XV_V_cen5 chr12_57_537600_547200 NoFused armR TELR12 TerminalTEL 1464000 1.774
LC_IV_XV_V_cen5 chr12_58_547200_556800 NoFused armR TELR12 TerminalTEL 1454400 1.199
LC_IV_XV_V_cen5 chr12_59_556800_566400 NoFused armR TELR12 TerminalTEL 1444800 0.733
LC_IV_XV_V_cen5 chr12_60_566400_576000 NoFused armR TELR12 TerminalTEL 1435200 1.009
LC_IV_XV_V_cen5 chr12_61_576000_585600 NoFused armR TELR12 TerminalTEL 1425600 1.73
LC_IV_XV_V_cen5 chr12_62_585600_595200 NoFused armR TELR12 TerminalTEL 1416000 1.511
LC_IV_XV_V_cen5 chr12_63_595200_604800 NoFused armR TELR12 TerminalTEL 1406400 1.011
LC_IV_XV_V_cen5 chr12_64_604800_614400 NoFused armR TELR12 TerminalTEL 1396800 1.001
LC_IV_XV_V_cen5 chr12_65_614400_624000 NoFused armR TELR12 TerminalTEL 1387200 1.105
LC_IV_XV_V_cen5 chr12_66_624000_633600 NoFused armR TELR12 TerminalTEL 1377600 1.316
LC_IV_XV_V_cen5 chr12_67_633600_643200 NoFused armR TELR12 TerminalTEL 1368000 0.727
LC_IV_XV_V_cen5 chr12_68_643200_652800 NoFused armR TELR12 TerminalTEL 1358400 -1.173
LC_IV_XV_V_cen5 chr12_69_652800_662400 NoFused armR TELR12 TerminalTEL 1348800 -1.44
LC_IV_XV_V_cen5 chr12_70_662400_672000 NoFused armR TELR12 TerminalTEL 1339200 -1.352
LC_IV_XV_V_cen5 chr12_71_672000_681600 NoFused armR TELR12 TerminalTEL 1329600 -1.788
LC_IV_XV_V_cen5 chr12_72_681600_691200 NoFused armR TELR12 TerminalTEL 1320000 -2.104
LC_IV_XV_V_cen5 chr12_73_691200_700800 NoFused armR TELR12 TerminalTEL 1310400 -1.972
LC_IV_XV_V_cen5 chr12_74_700800_710400 NoFused armR TELR12 TerminalTEL 1300800 -2.354
LC_IV_XV_V_cen5 chr12_75_710400_720000 NoFused armR TELR12 TerminalTEL 1291200 -2.589
LC_IV_XV_V_cen5 chr12_76_720000_729600 NoFused armR TELR12 TerminalTEL 1281600 -2.534
LC_IV_XV_V_cen5 chr12_77_729600_739200 NoFused armR TELR12 TerminalTEL 1272000 -2.321
LC_IV_XV_V_cen5 chr12_78_739200_748800 NoFused armR TELR12 TerminalTEL 1262400 -1.719
LC_IV_XV_V_cen5 chr12_79_748800_758400 NoFused armR TELR12 TerminalTEL 1252800 -2.52
LC_IV_XV_V_cen5 chr12_80_758400_768000 NoFused armR TELR12 TerminalTEL 1243200 -2.577
LC_IV_XV_V_cen5 chr12_81_768000_777600 NoFused armR TELR12 TerminalTEL 1233600 -2.093
LC_IV_XV_V_cen5 chr12_82_777600_787200 NoFused armR TELR12 TerminalTEL 1224000 -1.684
LC_IV_XV_V_cen5 chr12_83_787200_796800 NoFused armR TELR12 TerminalTEL 1214400 -0.585
LC_IV_XV_V_cen5 chr12_84_796800_806400 NoFused armR TELR12 TerminalTEL 1204800 0.557
LC_IV_XV_V_cen5 chr12_85_806400_816000 NoFused armR TELR12 TerminalTEL 1195200 0.917
LC_IV_XV_V_cen5 chr12_86_816000_825600 NoFused armR TELR12 TerminalTEL 1185600 0.304
LC_IV_XV_V_cen5 chr12_87_825600_835200 NoFused armR TELR12 TerminalTEL 1176000 0.109
LC_IV_XV_V_cen5 chr12_88_835200_844800 NoFused armR TELR12 TerminalTEL 1166400 0.191
LC_IV_XV_V_cen5 chr12_89_844800_854400 NoFused armR TELR12 TerminalTEL 1156800 0.091
LC_IV_XV_V_cen5 chr12_90_854400_864000 NoFused armR TELR12 TerminalTEL 1147200 0.467
LC_IV_XV_V_cen5 chr12_91_864000_873600 NoFused armR TELR12 TerminalTEL 1137600 0.894
LC_IV_XV_V_cen5 chr12_92_873600_883200 NoFused armR TELR12 TerminalTEL 1128000 1.158
LC_IV_XV_V_cen5 chr12_93_883200_892800 NoFused armR TELR12 TerminalTEL 1118400 1.225
LC_IV_XV_V_cen5 chr12_94_892800_902400 NoFused armR TELR12 TerminalTEL 1108800 0.774
LC_IV_XV_V_cen5 chr12_95_902400_912000 NoFused armR TELR12 TerminalTEL 1099200 0.614
LC_IV_XV_V_cen5 chr12_96_912000_921600 NoFused armR TELR12 TerminalTEL 1089600 0.871
LC_IV_XV_V_cen5 chr12_97_921600_931200 NoFused armR TELR12 TerminalTEL 1080000 1.175
LC_IV_XV_V_cen5 chr12_98_931200_940800 NoFused armR TELR12 TerminalTEL 1070400 0.793
LC_IV_XV_V_cen5 chr12_99_940800_950400 NoFused armR TELR12 TerminalTEL 1060800 -0.47
LC_IV_XV_V_cen5 chr12_100_950400_960000 NoFused armR TELR12 TerminalTEL 1051200 -1.313
LC_IV_XV_V_cen5 chr12_101_960000_969600 NoFused armR TELR12 TerminalTEL 1041600 -1.04
LC_IV_XV_V_cen5 chr12_102_969600_979200 NoFused armR TELR12 TerminalTEL 1032000 -0.702
LC_IV_XV_V_cen5 chr12_103_979200_988800 NoFused armR TELR12 TerminalTEL 1022400 -0.665
LC_IV_XV_V_cen5 chr12_104_988800_998400 NoFused armR TELR12 TerminalTEL 1012800 0.103
LC_IV_XV_V_cen5 chr12_105_998400_1008000 NoFused armR TELR12 TerminalTEL 1003200 1.074
LC_IV_XV_V_cen5 chr12_106_1008000_1017600 NoFused armR TELR12 TerminalTEL 993600 1.73
LC_IV_XV_V_cen5 chr12_107_1017600_1027200 NoFused armR TELR12 TerminalTEL 984000 1.857
LC_IV_XV_V_cen5 chr12_108_1027200_1036800 NoFused armR TELR12 TerminalTEL 974400 1.862
LC_IV_XV_V_cen5 chr12_109_1036800_1046400 NoFused armR TELR12 TerminalTEL 964800 1.753
LC_IV_XV_V_cen5 chr12_110_1046400_1056000 NoFused armR TELR12 TerminalTEL 955200 1.174
LC_IV_XV_V_cen5 chr12_111_1056000_1065600 NoFused armR TELR12 TerminalTEL 945600 1.434
LC_IV_XV_V_cen5 chr12_112_1065600_1075200 NoFused armR TELR12 TerminalTEL 936000 1.969
LC_IV_XV_V_cen5 chr12_113_1075200_1084800 NoFused armR TELR12 TerminalTEL 926400 1.003
LC_IV_XV_V_cen5 chr12_114_1084800_1094400 NoFused armR TELR12 TerminalTEL 916800 0.391
LC_IV_XV_V_cen5 chr12_115_1094400_1104000 NoFused armR TELR12 TerminalTEL 907200 0.602
LC_IV_XV_V_cen5 chr12_116_1104000_1113600 NoFused armR TELR12 TerminalTEL 897600 0.91
LC_IV_XV_V_cen5 chr12_117_1113600_1123200 NoFused armR TELR12 TerminalTEL 888000 1.605
LC_IV_XV_V_cen5 chr12_118_1123200_1132800 NoFused armR TELR12 TerminalTEL 878400 1.907
LC_IV_XV_V_cen5 chr12_119_1132800_1142400 NoFused armR TELR12 TerminalTEL 868800 1.549
LC_IV_XV_V_cen5 chr12_120_1142400_1152000 NoFused armR TELR12 TerminalTEL 859200 0.857
LC_IV_XV_V_cen5 chr12_121_1152000_1161600 NoFused armR TELR12 TerminalTEL 849600 0.193
LC_IV_XV_V_cen5 chr12_122_1161600_1171200 NoFused armR TELR12 TerminalTEL 840000 -0.916
LC_IV_XV_V_cen5 chr12_123_1171200_1180800 NoFused armR TELR12 TerminalTEL 830400 -0.622
LC_IV_XV_V_cen5 chr12_124_1180800_1190400 NoFused armR TELR12 TerminalTEL 820800 -0.451
LC_IV_XV_V_cen5 chr12_125_1190400_1200000 NoFused armR TELR12 TerminalTEL 811200 -0.074
LC_IV_XV_V_cen5 chr12_126_1200000_1209600 NoFused armR TELR12 TerminalTEL 801600 0.076
LC_IV_XV_V_cen5 chr12_127_1209600_1219200 NoFused armR TELR12 TerminalTEL 792000 0.935
LC_IV_XV_V_cen5 chr12_128_1219200_1228800 NoFused armR TELR12 TerminalTEL 782400 0.824
LC_IV_XV_V_cen5 chr12_129_1228800_1238400 NoFused armR TELR12 TerminalTEL 772800 0.729
LC_IV_XV_V_cen5 chr12_130_1238400_1248000 NoFused armR TELR12 TerminalTEL 763200 0.687
